Date,Country,Activity,Sex ,Age,Fatal (Y/N),Hemisphere
01-Sep-2008,USA,Surfing,M,52,N,northern
30-Aug-2008,USA,Swimming,M,27,,northern
28-Aug-2008,USA,Surfing,M,19,N,northern
27-Aug-2008,USA,Surfing,M,26,N,northern
24-Aug-2008,USA,"Swimming, towing surfboard",M,20,N,northern
24-Aug-2008,USA,Surfing,F,20,,northern
20-Aug-2008,USA,Swimming,M,47,N,northern
18-Aug-2008,USA,,M,7,,northern
16-Aug-2008,USA,Treading water,F,38,N,northern
12-Aug-2008,USA,Wading,F,13,N,northern
11-Aug-2008,USA,Diving,M,,N,northern
26-Jul-2008,USA,Swimming,M,,N,northern
25-Jul-2008,USA,Surfing,M,17,N,northern
25-Jul-2008,USA,Snorkeling,F,44,N,northern
24-Jul-2008,USA,Wading,M,9,N,northern
24-Jul-2008,USA,Wading,F,8,N,northern
23-Jul-2008,USA,Surfing,M,15,N,northern
19-Jul-2008,USA,Wading,M,16,N,northern
13-Jul-2008,USA,Body surfing,M,52,,northern
11-Jul-2008,USA,Surfing,M,24,N,northern
09-Jul-2008,USA,Swimming,F,14,N,northern
05-Jul-2008,USA,,F,17,N,northern
28-Jun-2008,USA,Wading,M,53,,northern
26-Jun-2008,USA,Surfing,M,29,N,northern
26-Jun-2008,USA,Swimming,M,37,N,northern
21-Jun-2008,USA,Kayaking,F,40,N,northern
20-Jun-2008,USA,Wading,F,35,N,northern
07-Jun-2008,USA,Body surfing,M,40,N,northern
01-Jun-2008,USA,Body surfing,F,15,N,northern
26-May-2008,USA,Surfing,M,9,N,northern
07-May-2008,USA,Wading,M,6,N,northern
28-Apr-2008,USA,Surfing,M,18,N,northern
27-Apr-2008,USA,Surfing,M,24,N,northern
26-Apr-2008,USA,Surfing,M,21,N,northern
25-Apr-2008,USA,Swimming,M,66,Y,northern
20-Apr-2008,USA,Surfing,M,14,N,northern
15-Apr-2008,USA,Surfing,M,30,N,northern
25-Mar-2008,USA,Wading,M,15,N,northern
08-Apr-2008,USA,Surfing,,,N,northern
03-Apr-2008,USA,Walking out of the water after surfing,M,18,N,northern
28-Mar-2008,USA,Surfing,M,52,N,northern
28-Mar-2008,USA,Boogie Boarding,M,,N,northern
23-Mar-2008,USA,Walking out of the water after surfing,M,13,N,northern
21-Mar-2008,USA,Wading,M,14,N,northern
15-Mar-2008,USA,Jet skiing,M,8,N,northern
07-Mar-2008,USA,Surfing,M,27,N,northern
15-Feb-2008,USA,Surfing,M,25,N,northern
06-Feb-2008,USA,Surf-skiing,M,,N,northern
10-Jan-2008,USA,Surfing,M,20,N,northern
10-Dec-2007,USA,Surfing,M,52,N,northern
06-Nov-2007,USA,Surfing,M,21,N,northern
04-Nov-2007,USA,Surfing,M,42,N,northern
29-Oct-2007,USA,Floating,M,32,N,northern
07-Oct-2007,USA,Surfing,M,22,N,northern
06-Oct-2007,USA,Surfing,M,16,N,northern
30-Sep-2007,USA,Surfing,M,,N,northern
27-Sep-2007,USA,Surfing,F,,N,northern
22-Sep-2007,USA,Scuba diving,F,,,northern
22-Sep-2007,USA,Surfing,F,,N,northern
20-Sep-2007,USA,Surfing,M,23,N,northern
16-Sep-2007,USA,Wading?,M,56,N,northern
16-Sep-2007,USA,Surfing,F,Teen,N,northern
13-Sep-2007,USA,Snorkeling,M,14,N,northern
08-Sep-2007,USA,Wading,F,58,N,northern
05-Sep-2007,USA,Wading,F,36,N,northern
04-Sep-2007,USA,Standing,M,15,N,northern
03-Sep-2007,USA,Jumping,F,12,N,northern
03-Sep-2007,USA,Swimming,M,58,N,northern
28-Aug-2007,USA,Body boarding,M,15,N,northern
28-Aug-2007,USA,Surfing,M,24,N,northern
26-Aug-2007,USA,Surfing,M,54,N,northern
25-Aug-2007,USA,Surfing,M,27,N,northern
22-Aug-2007,USA,Diving,M,,N,northern
20-Aug-2007,USA,Fishing,M,,N,northern
19-Aug-2007,USA,Swimming,M,52,N,northern
19-Aug-2007,USA,Surfing,M,16,N,northern
19-Aug-2007,USA,Playing,M,7,N,northern
15-Aug-2007,USA,Floating near boat & observing bioluminesce,M,20,N,northern
12-Aug-2007,USA,Swimming,F,15,N,northern
11-Aug-2007,USA,Walking out of the water after surfing,M,19,N,northern
09-Aug-2007,USA,Swimming,M,30,N,northern
09-Aug-2007,USA,Boogie Boarding,M,9,N,northern
07-Aug-2007,USA,Jumped into the water,F,19,N,northern
29-Jul-2007,USA,Surfing,M,51,N,northern
28-Jul-2007,USA,Surfing,M,20,N,northern
22-Jul-2007,USA,Surf paddling,M,,N,northern
21-Jul-2007,USA,Kayak Fishing,M,,N,northern
19-Jul-2007,USA,Snorkeling,M,36,N,northern
18-Jul-2007,USA,Swimming,M,14,N,northern
17-Jul-2007,USA,Swimming,F,43,,northern
17-Jul-2007,USA,Wading,F,30,N,northern
05-Jul-2007,USA,Surfing,M,18,N,northern
30-Jun-2007,USA,Removing hook from shark,M,,N,northern
30-Jun-2007,USA,Swimming,F,,N,northern
25-Jun-2007,USA,Surfing,M,20,N,northern
24-Jun-2007,USA,Surfing,M,,N,northern
17-Jun-2007,USA,Surfing,F,9,,northern
12-Jun-2007,USA,Swimming,F,,N,northern
26-May-2007,USA,Wading,F,,N,northern
24-May-2007,USA,Reviving a sedated shark,F,40,N,northern
10-May-2007,USA,Surfing,F,21,N,northern
07-May-2007,USA,Snorkeling,F,63,N,northern
07-May-2007,USA,Swimming,M,68,N,northern
22-Apr-2007,USA,Body boarding,M,12,N,northern
20-Apr-2007,USA,Surfing,M,24,N,northern
13-Apr-2007,USA,Fishing,,,N,northern
01-Apr-2007,USA,Playing on a sandbar,M,7,N,northern
31-Mar-2007,USA,Surfing,M,27,N,northern
31-Mar-2007,USA,,M,9,N,northern
21-Mar-2007,USA,Surfing,M,11,N,northern
14-Mar-2007,USA,Shark fishing,M,,N,northern
11-Mar-2007,USA,Surfing,M,29,N,northern
25-Jan-2007,USA,Shrimping,,,N,northern
07-Jan-2007,USA,Surfing,M,54,,northern
01-Jan-2007,USA,Surfing,M,24,N,northern
10-Dec-2006,USA,Surfing,M,43,N,northern
11-Nov-2006,USA,Swimming,M,29,N,northern
31-Oct-2006,USA,Surfing,M,22,N,northern
16-Oct-2006,USA,Fishing,M,15,N,northern
10-Oct-2006,USA,Surfing,M,20,N,northern
07-Oct-2006,USA,Surfing,M,,N,northern
05-Oct-2006,USA,Playing soccer in the water,M,18,N,northern
29-Sep-2006,USA,Surfing,M,19,N,northern
18-Sep-2006,USA,Diving / Kissing the shark,M,,N,northern
16-Sep-2006,USA,Surfing,M,16,N,northern
14-Sep-2006,USA,Swimming,M,55,N,northern
11-Sep-2006,USA,Surfing,M,52,N,northern
03-Sep-2006,USA,Standing,M,33,N,northern
02-Sep-2006,USA,Swimming,M,12 or 13,N,northern
29-Aug-2006,USA,Surfing,M,23,N,northern
31-Jul-2006,USA,Touching sharks,,,N,northern
31-Jul-2006,USA,Surfing,M,41,N,northern
29-Jul-2006,USA,Boogie Boarding,M,,N,northern
29-Jul-2006,USA,Surfing,M,15,N,northern
25-Jul-2006,USA,Surfing,M,14,N,northern
23-Jul-2006,USA,Surf fishing,M,,N,northern
17-Jul-2006,USA,Standing,M,49,N,northern
12-Jul-2006,USA,Swimming,F,21,N,northern
09-Jul-2006,USA,Wading,M,40,N,northern
09-Jul-2006,USA,Walking,M,11,N,northern
08-Jul-2006,USA,Body boarding,F,14,N,northern
08-Jul-2006,USA,Swimming,M,13,N,northern
27-Jun-2006,USA,Body boarding,F,9,N,northern
26-Jun-2006,USA,Fishing,M,,N,northern
20-Jun-2006,USA,Surfing,F,22,N,northern
17-Jun-2006,USA,Scuba diving,M,43,N,northern
15-Jun-2006,USA,Surfing,M,24,N,northern
07-Jun-2006,USA,Playing,F,7,N,northern
31-May-2006,USA,Spearfishing,M,26,N,northern
28-May-2006,USA,Tagging sharks,,,N,northern
27-May-2006,USA,Surfing,M,31,N,northern
24-May-2006,USA,Spearfishing,M,15,N,northern
19-May-2006,USA,Scuba diving,F,30s,N,northern
05-May-2006,USA,,M,,N,northern
04-May-2006,USA,Swimming,F,20s,N,northern
23-Apr-2006,USA,,M,,,northern
21-Apr-2006,USA,Surfing,M,54,N,northern
19-Apr-2006,USA,Standing,F,13,N,northern
13-Apr-2006,USA,Fishing,M,35,N,northern
03-Apr-2006,USA,Wading,M,11,N,northern
23-Mar-2006,USA,Surfing,F,28,N,northern
27-Feb-2006,USA,Standing,F,15,N,northern
23-Feb-2006,USA,Free diving,M,45,,northern
01-Feb-2006,USA,Kayaking,M,57,N,northern
18-Jan-2006,USA,Night Surfing,M,,N,northern
04-Jan-2006,USA,Surfing,M,21,N,northern
24-Dec-2005,USA,Surfing,M,30,N,northern
21-Dec-2005,USA,Swimming,M,29,N,northern
29-Nov-2005,USA,Surfing,M,teen,N,northern
27-Nov-2005,USA,Surfing,M,23,N,northern
21-Nov-2005,USA,Surfing,M,30s,N,northern
20-Nov-2005,USA,Surfing,M,17,N,northern
12-Nov-2005,USA,Surfing,M,18,N,northern
02-Nov-2005,USA,Surfing,M,25,N,northern
02-Nov-2005,USA,Surfing,M,26,N,northern
29-Oct-2005,USA,Wading,M,15,N,northern
21-Oct-2005,USA,Surfing,M,36,N,northern
19-Oct-2005,USA,Surfing,F,20,N,northern
15-Oct-2005,USA,Wading,M,15,N,northern
13-Oct-2005,USA,Surfing,M,22,N,northern
06-Oct-2005,USA,Treading water/ Surfing,M,48,N,northern
22-Sep-2005,USA,Surfing,M,,,northern
20-Sep-2005,USA,Body surfing,F,68,N,northern
11-Sep-2005,USA,Surfing,M,18,Y,northern
05-Sep-2005,USA,Wading,F,18,N,northern
02-Sep-2005,USA,Standing / Surfing,M,62,N,northern
24-Aug-2005,USA,Surfing,M,37,N,northern
22-Aug-2005,USA,"Boogie boarding, kicked at object in the water",M,17,,northern
21-Aug-2005,USA,Swimming,M,8,N,northern
19-Aug-2005,USA,Walking,M,12,N,northern
12-Aug-2005,USA,Surfing,M,16,N,northern
6-Aug-2005,USA,Swimming,M,14,N,northern
27-Jul-2005,USA,Wading,F,13,N,northern
23-Jul-2005,USA,Surfing,M,61,N,northern
22-Jul-2005,USA,Surfing,M,25,,northern
15-Jul-2005,USA,Swimming,M,22,N,northern
13-Jul-2005,USA,Holding onto an inflatable boat,F,14,N,northern
1-Jul-2005,USA,Standing,M,19,N,northern
27-Jun-2005,USA,Fishing,M,16,N,northern
25-Jun-2005,USA,Swimming with boogie board,F,14,Y,northern
18-Jun-2005,USA,Swimming,M,49,,northern
16-Jun-2005,USA,Swimming,M,20,N,northern
07-Jun-2005,USA,Boogie boarding,F,11,N,northern
05-Jun-2005,USA,Surfing,M,17,,northern
02-Jun-2005,USA,Wading,M,6,N,northern
28-May-2005,USA,Swimming,M,33,N,northern
27-May-2005,USA,Crouching in 2' of water,F,,N,northern
14-May-2005,USA,Kayaking,,,N,northern
02-May-2005,USA,Sea Disaster,M,Teens,N,northern
02-May-2005,USA,Surfing,M,47,N,northern
13-Apr-2005,USA,Wading,F,70,N,northern
09-Apr-2005,USA,Surfing,M,52,,northern
07-Apr-2005,USA,Surfing,M,37,N,northern
06-Apr-2005,USA,,F,,N,northern
12-Mar-2005,USA,Diving in aquarium display tank,M,45,N,northern
22-Feb-2005,USA,Spearfishing,M,,N,northern
16-Feb-2005,USA,Surfing,M,,N,northern
13-Feb-2005,USA,Spearfishing,M,,N,northern
11-Nov-2004,USA,Surfing,lli,38,N,northern
10-Oct-2004,USA,Surfing,M,,N,northern
09-Oct-2004,USA,Spearfishing,M,34,N,northern
02-Oct-2004,USA,Surfing,M,16,N,northern
01-Oct-2004,USA,Surfing,M,40,N,northern
20-Sep-2004,USA,Surfing,M,26,N,northern
10-Sep-2004,USA,Surf fishing,M,,,northern
04-Sep-2004,USA,Jumping,F,17,N,northern
29-Aug-2004,USA,Walking,F,38,N,northern
20-Aug-2004,USA,Surfing,M,,N,northern
15-Aug-2004,USA,Diving,M,50,Y,northern
06-Aug-2004,USA,Swimming,M,47,N,northern
31-Jul-2004,USA,Surfing,F,20,N,northern
28-Jul-2004,USA,Surfing,F,28,N,northern
27-Jul-2004,USA,Swimming,F,13,N,northern
27-Jul-2004,USA,Swimming,F,19,N,northern
25-Jul-2004,USA,Wading / fishing & carrying a bag of fish,M,11,N,northern
02-Jul-2004,USA,Wading,M,7,N,northern
26-Jun-2004,USA,Surfing,M,45,N,northern
14-Jun-2004,USA,In water with diving seabirds,F,,N,northern
10-Jun-2004,USA,Swimming,M,8,N,northern
29-May-2004,USA,Wading,M,16,N,northern
28-May-2004,USA,Surfing,M,44,N,northern
23-May-2004,USA,Boogie-boarding / swimming,M,9,N,northern
22-May-2004,USA,Swimming,M,9,,northern
22-May-2004,USA,,F,9,N,northern
04-May-2004,USA,Tandem surfing,M,28,N,northern
07-Apr-2004,USA,Surfing,M,57,Y,northern
04-Apr-2004,USA,Surfing,F,22,,northern
31-Mar-2004,USA,,M,26,N,northern
31-Mar-2004,USA,Surfing,M,20,N,northern
28-Mar-2004,USA,Surfing,M,,N,northern
27-Mar-2004,USA,Swimming,M,61,N,northern
14-Mar-2004,USA,Snorkeling,F,,N,northern
16-Mar-2004,USA,Surfing,M,51,N,northern
26-Dec-2003,USA,Swimming,M,28,,northern
13-Dec-2003,USA,Swimming,M,13,N,northern
22-Nov-2003,USA,Surfing,F,35,N,northern
12-Nov-2003,USA,Surfing,M,24,N,northern
31-Oct-2003,USA,Surfing,M,18,N,northern
31-Oct-2003,USA,Surfing,F,13,N,northern
27-Oct-2003,USA,Surfing,M,46,N,northern
24-Oct-2003,USA,Snorkeling,M,56,,northern
14-Oct-2003,USA,Surfing,M,19,N,northern
06-Oct-2003,USA,Swimming to shore from boat or kayak,M,,Y,northern
05-Oct-2003,USA,Surfing,F,,N,northern
05-Oct-2003,USA,Surfing,M,18,N,northern
05-Oct-2003,USA,Surfing,M,30,N,northern
05-Oct-2003,USA,Sitting on surfboard,M,50,N,northern
05-Oct-2003,USA,Wading near a fishing net,F,41,N,northern
28-Sep-2003,USA,Surfing,M,16,N,northern
21-Sep-2003,USA,Surfing,M,21,N,northern
19-Sep-2003,USA,Surfing,M,19,N,northern
17-Sep-2003,USA,Surfing,M,17,N,northern
14-Sep-2003,USA,Surfing,M,30,N,northern
14-Sep-2003,USA,Swimming,F,8 or 10,,northern
13-Sep-2003,USA,Body boarding,M,18,N,northern
13-Sep-2003,USA,"Standing, stepped on shark",M,15,N,northern
29-Aug-2003,USA,Fishing,M,,N,northern
19-Aug-2003,USA,"Swimming, wearing black wetsuit & swim fins",F,50,Y,northern
12-Aug-2003,USA,Swimming,M,31,,northern
20-Jul-2003,USA,Surfing,M,18,N,northern
15-Jul-2003,USA,Wading,F,15,N,northern
05-Jul-2003,USA,"Walking, carrying surfboard & stepped on shark",M,10,N,northern
05-Jul-2003,USA,Surfing,M,21,N,northern
30-Jun-2003,USA,Surfing,M,17,N,northern
26-Jun-2003,USA,Surfing,M,15,N,northern
24-Jun-2003,USA,Standing,F,12,N,northern
24-Jun-2003,USA,Swimming with pod of dolphins,M,60,N,northern
22-Jun-2003,USA,Swimming,M,51,N,northern
19-Jun-2003,USA,Surfing ,M,33,N,northern
08-Jun-2003,USA,Surfing,,15,N,northern
25-May-2003,USA,Surfing,M,18,N,northern
14-May-2003,USA,Wading,M,22,N,northern
10-May-2003,USA,Swimming,M,20,N,northern
07-May-2003,USA,Surfing,M,34,N,northern
03-May-2003,USA,Walking,F,9,N,northern
21-Apr-2003,USA,Surfing,M,36,N,northern
21-Apr-2003,USA,Surfing,M,17,N,northern
20-Apr-2003,USA,Surfing,M,30,N,northern
20-Apr-2003,USA,Surfing,M,23,N,northern
20-Apr-2003,USA,Surfing,M,18,N,northern
19-Apr-2003,USA,Jumping,M,11,N,northern
18-Apr-2003,USA,Surfing,M,12,N,northern
15-Apr-2003,USA,Swimming (using a float),M,20,N,northern
09-Apr-2003,USA,Surfing,M,,N,northern
04-Apr-2003,USA,Surfing,M,50,N,northern
10-Mar-2003,USA,Petting captive sharks,F,,N,northern
15-Feb-2003,USA,Swimming,M,54,N,northern
28-Nov-2002,USA,Body boarding,M,48,N,northern
17-Nov-2002,USA,Swimming,F,34,N,northern
11-Nov-2002,USA,Surfing,M,21,N,northern
02-Nov-2002,USA,Boogie boarding,M,16,N,northern
30-Oct-2002,USA,Swimming,F,60,N,northern
11-Oct-2002,USA,Surfing,M,21,N,northern
05-Oct-2002,USA,Surfing,M,14,N,northern
05-Oct-2002,USA,Surfing,M,35,N,northern
03-Oct-2002,USA,Surfing,M,18,N,northern
30-Sep-2002,USA,Surfing,M,47,N,northern
29-Sep-2002,USA,Surfing,M,32,N,northern
27-Sep-2002,USA,Fishing from Surfboard,M,55,N,northern
27-Sep-2002,USA,Fishing,M,  ,N,northern
21-Sep-2002,USA,Boogie boarding or Surfing,M,24,N,northern
21-Sep-2002,USA,Surfing,M,35,N,northern
16-Sep-2002,USA,Body boarding,,,N,northern
09-Sep-2002,USA,Boogie boarding,M,20,N,northern
05-Sep-2002,USA,"Wading, when he stepped on the shark",M,36,N,northern
28-Aug-2002,USA,Surfing,M,16,N,northern
17-Aug-2002,USA,Swimming,F,29,N,northern
14-Aug-2002,USA,Surfing,M,27,N,northern
11-Aug-2002,USA,Surfing,M,15,N,northern
07-Aug-2002,USA,Standing,M,15,N,northern
05-Aug-2002,USA,Standing,M,14,N,northern
26-Jul-2002,USA,Surfing,M,13,N,northern
20-Jul-2002,USA,Swimming,F,15,N,northern
10-Jul-2002,USA,Surfing,M,19,N,northern
09-Jul-2002,USA,Shark Fishing,M,41,Y,northern
04-Jul-2002,USA,Standing,F,9,N,northern
20-Jun-2002,USA,Swimming,F,11,N,northern
11-Jun-2002,USA,Sitting on surfboard,,,N,northern
10-Jun-2002,USA,Surfing,M,28,N,northern
09-Jun-2002,USA,Surfing,M,50,N,northern
09-Jun-2002,USA,Swimming,M,10,N,northern
31-May-2002,USA,Surfing,M,24,N,northern
31-May-2002,USA,Floating on a raft,M,16,N,northern
22-May-2002,USA,"Fishing, removing the shark from his line",M,55,N,northern
22-May-2002,USA,Playing in the surf with his 2 dogs,M,35,N,northern
13-May-2002,USA,Fishing,M,31,N,northern
20-Apr-2002,USA,"Surfing, but standing in water alongside board",M,34,N,northern
18-Apr-2002,USA,Surfing,M,28,N,northern
02-Apr-2002,USA,Wading,M,41,N,northern
01-Apr-2002,USA,Swimming / Wading,M,29,N,northern
25-Mar-2002,USA,Body-boarding,M,17,N,northern
25-Mar-2002,USA,Wading,F,11,N,northern
19-Mar-2002,USA,Swimming /  boogie boarding,M,20,N,northern
15-Mar-2002,USA,Snorkeling,M,39,N,northern
15-Mar-2002,USA,Surfing,M,31,N,northern
01-Jan-2002,USA,Snorkeling,M,35,N,northern
14-Nov-2001,USA,Surfing,,,N,northern
24-Sep-2001,USA,"Surfing, fell off surfboard & stepped on the shark.",M,21,N,northern
18-Sep-2001,USA,Surfing,M,14,N,northern
16-Sep-2001,USA,Wreck / Technical diving,M,42,Y,northern
15-Sep-2001,USA,Boogie boarding,M,6½,N,northern
15-Sep-2001,USA,Surfing,M,16,N,northern
08-Sep-2001,USA,Fishing,M,44,N,northern
07-Sep-2001,USA,Walking in shallows,M,13,N,northern
07-Sep-2001,USA,Swimming,F,,N,northern
03-Sep-2001,USA,Swimming ,M,28,Y,northern
03-Sep-2001,USA,Swimming,F,23,N,northern
02-Sep-2001,USA,Wading,M,20,N,northern
01-Sep-2001,USA,Swimming ,M,10,Y,northern
29-Aug-2001,USA,Standing,F,29,N,northern
27-Aug-2001,USA,Wading,M,69,N,northern
26-Aug-2001,USA,Boogie Boarding,M,18,N,northern
25-Aug-2001,USA,Boogie Boarding,M,18,N,northern
22-Aug-2001,USA,Surfing,M,17,N,northern
21-Aug-2001,USA,Surfing,M,27,N,northern
19-Aug-2001,USA,Surfing,M,32,N,northern
19-Aug-2001,USA,Surfing,F,17,N,northern
19-Aug-2001,USA,Surfing,F,17,N,northern
18-Aug-2001,USA,Surfing,M,20,N,northern
18-Aug-2001,USA,Surfing,M,19,N,northern
18-Aug-2001,USA,Surfing,M,19,N,northern
05-Aug-2001,USA,,F,,N,northern
26-Jul-2001,USA,,F,,N,northern
25-Jul-2001,USA,,M,,N,northern
24-Jul-2001,USA,,F,,N,northern
21-Jul-2001,USA,Fishing,,,N,northern
15-Jul-2001,USA,Surfing,M,48,N,northern
15-Jul-2001,USA,Boogie boarding,M,18,N,northern
06-Jul-2001,USA,Swimming,M,8,N,northern
03-Jul-2001,USA,,,,N,northern
12-Jun-2001,USA,Swimming,M,14,N,northern
10-Jun-2001,USA,Spearfishing,M,52,N,northern
03-Jun-2001,USA,Wading,F,29,N,northern
29-May-2001,USA,,M,16,N,northern
23-May-2001,USA,Swimming,M,11,N,northern
20-May-2001,USA,Swimming,M,,N,northern
03-May-2001,USA,Surfing,M,45,N,northern
28-Apr-2001,USA,Boogie boarding,M,14,N,northern
13-Apr-2001,USA,Surfing,M,16,N,northern
13-Apr-2001,USA,Surfing,M,12,N,northern
12-Apr-2001,USA,,M,mid-30s,N,northern
12-Apr-2001,USA,Surfing,M,38,N,northern
12-Apr-2001,USA,Surfing,M,21,N,northern
12-Apr-2001,USA,Body boarding,M,12,N,northern
12-Apr-2001,USA,Surfing,M,22,N,northern
11-Apr-2001,USA,Surfing,M,19,N,northern
11-Apr-2001,USA,Surfing,M,22,N,northern
11-Apr-2001,USA,Surfing,M,,N,northern
10-Apr-2001,USA,Surfing,,16,N,northern
05-Apr-2001,USA,Standing alongside surfboard,M,26,N,northern
23-Mar-2001,USA,Body-boarding,M,,N,northern
09-Mar-2001,USA,Surfing,M,,N,northern
09-Jan-2001,USA,Surfing,M,,N,northern
17-Nov-2000,USA,Swimming,M,73,N,northern
10-Nov-2000,USA,Walking,F,27,,northern
04-Nov-2000,USA,Surfing,M,27,N,northern
20-Oct-2000,USA,Surfing,M,23,N,northern
18-Oct-2000,USA,Swimming / snorkeling,F,56,N,northern
14-Oct-2000,USA,Swimming,M,69,N,northern
09-Oct-2000,USA,Surfing,M,17,N,northern
06-Oct-2000,USA,Surfing,M,23,N,northern
06-Oct-2000,USA,Body surfing,M,11,N,northern
02-Oct-2000,USA,Surfing,M,24,N,northern
29-Sep-2000,USA,Sitting on surfboard,M,,N,northern
16-Sep-2000,USA,,,,N,northern
15-Sep-2000,USA,Standing / surfing,M,49,N,northern
12-Sep-2000,USA,Surfing,F,26,N,northern
11-Sep-2000,USA,Swimming / Body surfing,M,25,N,northern
10-Sep-2000,USA,Swimming,M,8,N,northern
08-Sep-2000,USA,Wading,M,40,N,northern
31-Aug-2000,USA,Swimming,M,47,N,northern
30-Aug-2000,USA,Jumped into the water,M,69,Y,northern
27-Aug-2000,USA,Conducting research,M,,N,northern
21-Aug-2000,USA,Swimming out to porpoises ,M,,N,northern
15-Aug-2000,USA,"Windsurfing, but sitting on his board",M,53,N,northern
13-Aug-2000,USA,Surfing / Wading,M,27,N,northern
12-Aug-2000,USA,Standing,F,44,N,northern
11-Aug-2000,USA,Swimming ,M,,,northern
10-Aug-2000,USA,Attempting to illegally enter the USA,M,23 & 20,,northern
25-Jul-2000,USA,,M,5,N,northern
22-Jul-2000,USA,Snorkeling,F,45,N,northern
17-Jul-2000,USA,Surfing,M,16,N,northern
16-Jul-2000,USA,Surfing,M,14,N,northern
10-Jul-2000,USA,Wading,M,13,N,northern
09-Jul-2000,USA,Swimming ,M,41,N,northern
07-Jul-2000,USA,Jumping,M,5,N,northern
06-Jul-2000,USA,Playing,F,12,N,northern
04-Jul-2000,USA,Wading,F,20,N,northern
04-Jul-2000,USA,"Spearfishing, holding mesh bag with speared fish",F,55,N,northern
02-Jul-2000,USA,Wading,F,13,N,northern
02-Jul-2000,USA,Standing,F,19,N,northern
19-Jun-2000,USA,Standing,M,52,N,northern
13-Jun-2000,USA,Sailing,,,N,northern
10-Jun-2000,USA,Surfing,M,17,N,northern
09-Jun-2000,USA,Swimming,M,55,N,northern
09-Jun-2000,USA,Swimming ,M,44,N,northern
02-Jun-2000,USA,Snorkeling,M,13,N,northern
14-Apr-2000,USA,Walking,M,34,N,northern
09-Apr-2000,USA,Boogie boarding / wading,M,,N,northern
31-Mar-2000,USA,Fishing,M,,N,northern
26-Mar-2000,USA,Boogie boarding,F,14,N,northern
24-Mar-2000,USA,Surfing,M,37,N,northern
21-Feb-2000,USA,,M,27,N,northern
14-Dec-1999,USA,Scuba diving,M,,,northern
02-Dec-1999,USA,Surfing,M,35,N,northern
30-Nov-1999,USA,Surfing,M,19,N,northern
23-Nov-1999,USA,Swimming,F,51,N,northern
15-Nov-1999,USA,Surfing (sitting on his board),M,,N,northern
30-Oct-1999,USA,Body boarding,M,45,N,northern
30-Oct-1999,USA,Body surfing,M,13,N,northern
20-Oct-1999,USA,Surfing,M,,N,northern
01-Oct-1999,USA,"Surfing, lying on surfboard",M,16,N,northern
29-Sep-1999,USA,Wading to shore after surfing,M,22,N,northern
19-Sep-1999,USA,Kayaking,M,37,N,northern
16-Sep-1999,USA,Wading,F,61,N,northern
10-Sep-1999,USA,Wading,F,10,N,northern
05-Sep-1999,USA,Surfing,M,13,N,northern
04-Sep-1999,USA,Wading,M,7,N,northern
04-Sep-1999,USA,Wading with surfboard,M,39,N,northern
26-Aug-1999,USA,Surfing,M,28,N,northern
24-Aug-1999,USA,Surfing,M,,N,northern
21-Aug-1999,USA,Surfing,M,17,N,northern
16-Aug-1999,USA,Lying prone in 2' of water,M,10,N,northern
05-Aug-1999,USA,Body surfing,M,62,N,northern
26-Jul-1999,USA,Swimming with dolphins,M,43,N,northern
21-Jul-1999,USA,Surfing,M,43,N,northern
06-Jul-1999,USA,,M,,N,northern
04-Jul-1999,USA,Wading in school of baitfish,F,30,N,northern
19-Jun-1999,USA,Adrift in a life jacket,M,20,N,northern
17-Jun-1999,USA,Surfing,M,21,N,northern
12-Jun-1999,USA,Swimming,M,41,N,northern
09-Jun-1999,USA,Splashing / wading,M,5,N,northern
01-Apr-1999,USA,Surfing,M,14,N,northern
18-Mar-1999,USA,"Swimming, towing a kayak",F,29,Y,northern
08-Mar-1999,USA,Body surfing or body boarding,M,18,N,northern
05-Mar-1999,USA,Swimming near pod of whales,F,29,N,northern
26-Feb-1999,USA,Cruising,,,N,northern
03-Feb-1999,USA,Surfing,M,25,N,northern
24-Dec-1998,USA,Surfing,M,19,N,northern
21-Nov-1998,USA,Swimming,M,9,Y,northern
14-Nov-1998,USA,Surfing,M,14,N,northern
11-Nov-1998,USA,Walking,M,13,N,northern
05-Nov-1998,USA,Surfing,M,32,N,northern
24-Oct-1998,USA,Swimming,F,17,N,northern
10-Oct-1998,USA,Surfing,M,,N,northern
01-Oct-1998,USA,,M,28,N,northern
27-Sep-1998,USA,Surfing,M,6,N,northern
22-Sep-1998,USA,Surfing,M,18,N,northern
14-Sep-1998,USA,Surfing,M,28,N,northern
30-Aug-1998,USA,Surfing,M,26,N,northern
26-Aug-1998,USA,Boogie boarding,M,16,N,northern
23-Aug-1998,USA,Spearfishing,M,,N,northern
13-Aug-1998,USA,Body-boarding,M,11,N,northern
25-Jul-1998,USA,Surfing,M,13,N,northern
08-Jun-1998,USA,Surfing,M,18,N,northern
25-May-1998,USA,Surfing,M,40,N,northern
16-May-1998,USA,Swimming,F,14,N,northern
16-May-1998,USA,Swimming / surfing,M,24,N,northern
21-Apr-1998,USA,Surfing (lying prone on his board),M,50,N,northern
17-Apr-1998,USA,Scuba diving,M,16,N,northern
31-Mar-1998,USA,Swimming,M,40,N,northern
08-Mar-1998,USA,Swimming or paddle boarding,M,32,N,northern
23-Feb-1998,USA,Swimming,M,,N,northern
25-Dec-1997,USA,,F,29,,northern
